Date,"Bangladesh, RETAIL, Dhaka, Wheat (flour), BDT/Kg","Bangladesh, RETAIL, National Average, Wheat (flour), BDT/Kg","Bangladesh, WHOLESALE, Dhaka, Wheat (flour), BDT/Kg","Bangladesh, RETAIL, Dhaka, Wheat (flour), BDT-real/Kg","Bangladesh, RETAIL, National Average, Wheat (flour), BDT-real/Kg","Bangladesh, WHOLESALE, Dhaka, Wheat (flour), BDT-real/Kg","Bangladesh, RETAIL, Dhaka, Wheat (flour), USD/Kg","Bangladesh, RETAIL, National Average, Wheat (flour), USD/Kg","Bangladesh, WHOLESALE, Dhaka, Wheat (flour), USD/Kg","Egypt, RETAIL, National Average, Wheat (flour), EGP/Kg","Egypt, RETAIL, National Average, Wheat (flour), EGP-real/Kg","Egypt, RETAIL, National Average, Wheat (flour), USD/Kg","Indonesia, RETAIL, National Average, Wheat (flour), IDR/Kg","Indonesia, RETAIL, National Average, Wheat (flour), IDR-real/Kg","Indonesia, RETAIL, National Average, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Tripoli center, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Sebha, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, National Average, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Murzuq, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Misrata, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Benghazi, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Alkufra, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Algatroun, Wheat (flour), LYD/Kg","Libyan Arab Jamahiriya, RETAIL, Tripoli center, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Sebha, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, National Average, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Murzuq, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Misrata, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Benghazi, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Alkufra, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Algatroun, Wheat (flour), LYD-real/Kg","Libyan Arab Jamahiriya, RETAIL, Tripoli center, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Sebha, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, National Average, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Murzuq, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Misrata, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Benghazi, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Alkufra, Wheat (flour), USD/Kg","Libyan Arab Jamahiriya, RETAIL, Algatroun, Wheat (flour), USD/Kg","Pakistan, RETAIL, Quetta, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Peshawar, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Multan, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Lahore, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Karachi, Wheat (flour), PKR/Kg","Pakistan, RETAIL, Quetta, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Peshawar, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Multan, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Lahore, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Karachi, Wheat (flour), PKR-real/Kg","Pakistan, RETAIL, Quetta, Wheat (flour), USD/Kg","Pakistan, RETAIL, Peshawar, Wheat (flour), USD/Kg","Pakistan, RETAIL, Multan, Wheat (flour), USD/Kg","Pakistan, RETAIL, Lahore, Wheat (flour), USD/Kg","Pakistan, RETAIL, Karachi, Wheat (flour), USD/Kg"
2008-11-01,29.32,,26.1562,32.68,,29.1573,0.43,,0.3806,,,,7277.0,7728.7,0.61,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,31400.0,25000.0,23.3,32.4,39.5,37.58,29.92,27.89,38.78,0.41,0.39,0.31,0.29,0.4
2008-12-01,24.23,,21.7617,27.31,,24.5238,0.35,,0.3159,,,,7218.0,7668.73,0.64,,,,,,,,,,,,,,,,,,,,,,,,,32500.0,30660.0,24000.0,23.25,30.27,39.09,36.88,28.87,27.96,36.41,0.41,0.39,0.3,0.29,0.38
2009-01-01,23.53,,20.632600000000004,26.63,,23.3494,0.34,,0.2993,,,,7294.0,7754.92,0.65,,,,,,,,,,,,,,,,,,,,,,,,,28600.0,29100.0,23800.0,22.3,25.9,34.55,35.15,28.75,26.94,31.28,0.36,0.37,0.3,0.28,0.33
2009-02-01,23.45,,21.2316,26.54,,24.0296,0.34,,0.3081,,,,7352.0,7800.14,0.62,,,,,,,,,,,,,,,,,,,,,,,,,27000.0,28080.0,24000.0,22.0,25.45,32.31,33.6,28.72,26.32,30.45,0.34,0.35,0.3,0.28,0.32
2009-03-01,22.5,,20.1139,25.39,,22.6945,0.33,,0.2916,,,,7437.0,7873.05,0.63,,,,,,,,,,,,,,,,,,,,,,,,,27000.0,27470.0,22000.0,22.0,26.3,31.87,32.42,25.97,25.97,31.04,0.34,0.34,0.27,0.27,0.33
2009-04-01,19.5,,17.3575,21.97,,19.552,0.28,,0.2515,,,,7230.0,7677.43,0.66,,,,,,,,,,,,,,,,,,,,,,,,,28580.0,27800.0,24850.0,24.6,29.19,33.26,32.36,28.92,28.63,33.97,0.35,0.35,0.31,0.31,0.36
2009-05-01,19.08,,16.3443,21.41,,18.34,0.28,,0.2368,,,,7380.0,7833.28,0.71,,,,,,,,,,,,,,,,,,,,,,,,,28980.0,26330.0,26630.0,25.88,29.21,33.65,30.57,30.92,30.05,33.92,0.36,0.33,0.33,0.32,0.36
2009-06-01,18.79,,16.3083,20.86,,18.1026,0.27,,0.2362,,,,7375.0,7819.05,0.72,,,,,,,,,,,,,,,,,,,,,,,,,28980.0,25470.0,26250.0,25.75,29.85,33.32,29.29,30.18,29.61,34.32,0.36,0.31,0.32,0.32,0.37
2009-07-01,19.0,,16.6504,20.5,,17.965,0.28,,0.2411,,,,7392.0,7802.2,0.73,,,,,,,,,,,,,,,,,,,,,,,,,28590.0,26540.0,27350.0,27.3,30.34,32.37,30.05,30.97,30.91,34.36,0.35,0.32,0.33,0.33,0.37
2009-08-01,19.0,,16.5589,20.22,,17.6209,0.28,,0.2398,,,,7388.0,7754.68,0.74,,,,,,,,,,,,,,,,,,,,,,,,,27040.0,28060.0,28250.0,28.38,31.0,30.11,31.24,31.46,31.6,34.52,0.33,0.34,0.34,0.34,0.37
2009-09-01,19.17,,16.525,20.14,,17.36,0.28,,0.2393,,,,7406.0,7692.8,0.75,,,,,,,,,,,,,,,,,,,,,,,,,27040.0,27740.0,28000.0,28.38,31.0,29.97,30.75,31.04,31.46,34.36,0.33,0.33,0.34,0.34,0.37
2009-10-01,19.29,,16.4938,19.94,,17.051099999999998,0.28,,0.2387,,,,7374.0,7645.12,0.78,,,,,,,,,,,,,,,,,,,,,,,,,27040.0,28970.0,28550.0,28.38,31.0,29.69,31.81,31.35,31.16,34.04,0.32,0.35,0.34,0.34,0.37
2009-11-01,19.5,,17.2933,20.27,,17.9758,0.28,,0.2503,,,,7364.0,7636.72,0.78,,,,,,,,,,,,,,,,,,,,,,,,,27040.0,28620.0,28500.0,28.38,31.25,29.28,30.99,30.86,30.73,33.84,0.32,0.34,0.34,0.34,0.37
2009-12-01,20.54,,18.5083,21.33,,19.2223,0.3,,0.2676,,,,7366.0,7613.99,0.78,,,,,,,,,,,,,,,,,,,,,,,,,27040.0,28760.0,28700.0,28.38,31.5,29.43,31.3,31.23,30.88,34.28,0.32,0.34,0.34,0.34,0.37
2010-01-01,22.36,,20.3952,23.22,,21.1772,0.32,,0.2947,,,,7376.0,7561.01,0.79,,,,,,,,,,,,,,,,,,,,,,,,,29820.0,29670.0,29750.0,29.2,32.0,31.7,31.54,31.62,31.04,34.02,0.35,0.35,0.35,0.34,0.38
2010-02-01,21.5,,19.1067,22.31,,19.8286,0.31,,0.2758,,,,7375.0,7537.63,0.79,,,,,,,,,,,,,,,,,,,,,,,,,30750.0,29480.0,29170.0,29.3,32.0,32.56,31.22,30.89,31.03,33.89,0.36,0.35,0.34,0.34,0.38
2010-03-01,21.5,,18.9333,22.3,,19.638900000000003,0.31,,0.2734,,,,7303.0,7474.78,0.8,,,,,,,,,,,,,,,,,,,,,,,,,30750.0,29110.0,29000.0,29.3,32.0,32.16,30.45,30.33,30.65,33.47,0.36,0.34,0.34,0.35,0.38
2010-04-01,21.72,,19.1778,22.54,,19.9033,0.31,,0.2769,,,,7239.0,7398.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,30300.0,28370.0,27500.0,28.81,30.77,31.12,29.14,28.25,29.59,31.61,0.36,0.34,0.33,0.34,0.37
2010-05-01,22.22,,19.28,22.95,,19.9109,0.32,,0.2782,,,,7189.0,7325.86,0.78,,,,,,,,,,,,,,,,,,,,,,,,,28000.0,26840.0,26380.0,27.5,29.43,28.72,27.53,27.06,28.21,30.19,0.33,0.32,0.31,0.33,0.35
2010-06-01,22.0,,19.1,22.47,,19.5052,0.32,,0.2754,,,,7141.0,7207.13,0.78,,,,,,,,,,,,,,,,,,,,,,,,,26500.0,26970.0,26380.0,27.5,29.88,27.09,27.57,26.97,28.11,30.54,0.31,0.32,0.31,0.32,0.35
2010-07-01,22.0,,19.2412,22.13,,19.3549,0.32,,0.2771,,,,7091.0,7046.15,0.79,,,,,,,,,,,,,,,,,,,,,,,,,26500.0,26860.0,26000.0,26.9,29.88,26.54,26.9,26.04,26.94,29.92,0.31,0.31,0.3,0.31,0.35
2010-08-01,24.8,,23.0864,24.48,,22.7878,0.36,,0.3323,,,,7120.0,7021.33,0.79,,,,,,,,,,,,,,,,,,,,,,,,,26880.0,28390.0,25880.0,25.78,29.91,26.34,27.82,25.36,25.26,29.31,0.31,0.33,0.3,0.3,0.35
2010-09-01,28.77,,26.7462,28.07,,26.0958,0.41,,0.3837,,,,7189.0,7058.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,28300.0,29860.0,28790.0,28.36,31.43,27.18,28.68,27.65,27.24,30.19,0.33,0.35,0.34,0.33,0.37
2010-10-01,28.75,,25.86,27.59,,24.819000000000003,0.41,,0.3669,,,,7194.0,7058.63,0.81,,,,,,,,,,,,,,,,,,,,,,,,,29880.0,30460.0,30000.0,29.62,32.0,28.42,28.97,28.53,28.17,30.43,0.35,0.35,0.35,0.34,0.37
2010-11-01,29.0,,26.35,27.48,,24.9656,0.41,,0.3743,,,,7196.0,7018.46,0.8,,,,,,,,,,,,,,,,,,,,,,,,,30250.0,30080.0,30000.0,29.62,32.0,28.49,28.33,28.25,27.89,30.13,0.35,0.35,0.35,0.35,0.37
2010-12-01,30.58,,28.36,28.62,,26.5388,0.43,,0.4014999999999999,,,,7182.0,6941.01,0.8,,,,,,,,,,,,,,,,,,,,,,,,,30500.0,30450.0,30000.0,29.62,32.0,28.81,28.76,28.34,27.98,30.23,0.36,0.36,0.35,0.35,0.37
2011-01-01,33.39,,30.83,31.05,,28.6672,0.47,,0.434,,,,7179.0,6876.58,0.79,,,,,,,,,,,,,,,,,,,,,,,,,30500.0,30780.0,30000.0,29.62,32.18,28.46,28.72,28.0,27.64,30.03,0.36,0.36,0.35,0.35,0.38
2011-02-01,33.0,,29.81,30.49,,27.5458,0.46,,0.4188,,,,7179.0,6867.34,0.81,,,,,,,,,,,,,,,,,,,,,,,,,30880.0,30200.0,29810.0,29.62,32.35,28.98,28.34,27.97,27.8,30.36,0.36,0.35,0.35,0.35,0.38
2011-03-01,31.33,,28.5,28.83,,26.2289,0.44,,0.3959,,,,7179.0,6889.68,0.82,,,,,,,,,,,,,,,,,,,,,,,,,31000.0,30380.0,29750.0,29.62,33.12,28.69,28.12,27.53,27.41,30.65,0.36,0.36,0.35,0.35,0.39
2011-04-01,29.86,,25.83,27.49,,23.7835,0.41,,0.3546,,,,7171.0,6903.36,0.83,,,,,,,,,,,,,,,,,,,,,,,,,31000.0,29920.0,29000.0,29.51,30.96,28.29,27.31,26.47,26.93,28.26,0.37,0.35,0.34,0.35,0.37
2011-05-01,28.0,,23.84,25.94,,22.0885,0.38,,0.3256,,,,7138.0,6863.4,0.83,,,,,,,,,,,,,,,,,,,,,,,,,30250.0,28430.0,27380.0,28.28,30.04,27.55,25.89,24.93,25.75,27.36,0.35,0.33,0.32,0.33,0.35
2011-06-01,25.25,,22.12,23.17,,20.2942,0.34,,0.2993,,,,7176.0,6862.3,0.84,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,28020.0,27100.0,27.37,29.72,27.06,25.27,24.44,24.69,26.81,0.35,0.33,0.32,0.32,0.35
2011-07-01,25.35,,21.35,22.8,,19.2011,0.34,,0.2866,,,,7185.0,6825.04,0.84,,,,,,,,,,,,,,,,,,,,,,,,,30380.0,29040.0,27500.0,28.88,32.62,27.06,25.87,24.49,25.72,29.05,0.35,0.34,0.32,0.34,0.38
2011-08-01,24.81,,21.83,21.86,,19.2321,0.33,,0.2929,,,,7155.0,6733.63,0.84,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,28420.0,27500.0,28.0,31.68,26.35,24.97,24.16,24.6,27.83,0.35,0.33,0.32,0.32,0.37
2011-09-01,27.1,,25.54,23.47,,22.1189,0.36,,0.342,,,,7362.0,6909.62,0.84,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,29420.0,28000.0,29.3,31.46,26.08,25.58,24.34,25.48,27.35,0.34,0.34,0.32,0.33,0.36
2011-10-01,28.33,,25.71,24.5,,22.231,0.37,,0.3394,,,,7375.0,6929.89,0.83,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,29440.0,28380.0,29.3,32.12,25.71,25.23,24.32,25.11,27.53,0.34,0.34,0.33,0.34,0.37
2011-11-01,27.88,,25.59,24.2,,22.209,0.36,,0.3344,,,,7366.0,6897.86,0.82,,,,,,,,,,,,,,,,,,,,,,,,,30000.0,30000.0,29250.0,29.72,33.0,25.64,25.64,25.0,25.4,28.2,0.34,0.34,0.34,0.34,0.38
2011-12-01,27.5,,25.71,23.91,,22.3563,0.35,,0.3226,,,,7361.0,6854.44,0.81,,,,,,,,,,,,,,,,,,,,,,,,,31500.0,30280.0,30000.0,30.0,33.4,27.11,26.06,25.82,25.82,28.75,0.35,0.34,0.34,0.34,0.37
2012-01-01,28.11,,26.16,24.07,,22.4029,0.34,,0.3136,,,,7391.0,6811.13,0.81,,,,,,,,,,,,,,,,,,,,,,,,,32500.0,30250.0,30000.0,30.0,34.0,27.55,25.64,25.43,25.43,28.82,0.36,0.33,0.33,0.33,0.38
2012-02-01,30.53,,28.42,26.38,,24.5571,0.37,,0.342,,,,7387.0,6809.51,0.82,,,,,,,,,,,,,,,,,,,,,,,,,32500.0,30500.0,29500.0,30.0,34.0,27.47,25.78,24.93,25.35,28.73,0.36,0.34,0.33,0.33,0.37
2012-03-01,33.0,,29.26,28.45,,25.222600000000003,0.4,,0.3577,,,,7381.0,6799.16,0.8,,,,,,,,,,,,,,,,,,,,,,,,,32700.000000000004,30210.0,29900.0,30.0,34.6,27.31,25.23,24.98,25.06,28.9,0.36,0.33,0.33,0.33,0.38
2012-04-01,30.55,,26.96,26.48,,23.3664,0.37,,0.3295,,,,7378.0,6782.67,0.8,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,30810.0,30380.0,30.0,35.0,27.07,25.27,24.92,24.61,28.71,0.36,0.34,0.33,0.33,0.39
2012-05-01,29.6,,25.55,25.87,,22.3313,0.36,,0.3121,,,,7365.0,6766.62,0.79,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,30540.0,29300.0,30.0,35.0,26.76,24.77,23.76,24.33,28.38,0.36,0.33,0.32,0.33,0.38
2012-06-01,29.1,,25.18,25.3,,21.8878,0.36,,0.3075,,,,7354.0,6721.23,0.78,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,30250.0,29500.0,30.0,35.0,26.75,24.52,23.92,24.32,28.37,0.35,0.32,0.31,0.32,0.37
2012-07-01,29.2,,25.21,24.96,,21.550700000000003,0.36,,0.3082999999999999,,,,7361.0,6689.34,0.78,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,30250.0,29120.0,30.25,35.25,26.82,24.58,23.67,24.58,28.65,0.35,0.32,0.31,0.32,0.37
2012-08-01,30.93,,27.35,25.96,,22.9547,0.38,,0.3354,,,,7354.0,6630.03,0.77,,,,,,,,,,,,,,,,,,,,,,,,,33000.0,30700.0,30500.0,31.46,36.2,26.58,24.73,24.57,25.34,29.16,0.35,0.32,0.32,0.33,0.38
2012-09-01,32.62,,29.11,26.92,,24.0193,0.4,,0.3561,,,,7379.0,6651.91,0.77,,,,,,,,,,,,,,,,,,,,,,,,,34000.0,32440.0,32120.0,32.5,37.0,27.17,25.93,25.67,25.97,29.57,0.36,0.34,0.34,0.34,0.39
2012-10-01,32.5,,28.4,26.55,,23.1981,0.4,,0.3492,,,,7371.0,6634.18,0.77,,,,,,,,,,,,,,,,,,,,,,,,,34000.0,32500.0,32500.0,32.5,37.0,27.07,25.87,25.87,25.87,29.46,0.36,0.34,0.34,0.34,0.39
2012-11-01,33.52,,30.47,27.3,,24.8192,0.41,,0.3739,,,,7364.0,6625.26,0.77,,,,,,,,,,,,,,,,,,,,,,,,,34000.0,33100.0,32800.0,33.0,37.93,27.18,26.46,26.22,26.38,30.32,0.35,0.34,0.34,0.34,0.39
2012-12-01,33.91,,29.95,27.52,,24.3073,0.42,,0.3716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000.0,34080.0,33250.0,33.12,38.62,27.11,27.18,26.51,26.41,30.8,0.35,0.35,0.34,0.34,0.4
2013-01-01,34.44,,31.0,27.66,,24.8988,0.43,,0.3898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35200.0,37630.0,36200.0,34.3,40.7,27.61,29.52,28.39,26.9,31.92,0.36,0.39,0.37,0.35,0.42
2013-02-01,34.74,,31.11,27.83,,24.9263,0.44,,0.3938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35500.0,36420.0,35880.0,34.5,41.25,27.94,28.66,28.24,27.15,32.46,0.36,0.37,0.37,0.35,0.42
2013-03-01,34.93,,30.7,27.95,,24.568600000000004,0.44,,0.3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35500.0,36230.0,35630.0,34.5,42.0,27.83,28.4,27.93,27.04,32.92,0.36,0.37,0.36,0.35,0.43
2013-04-01,33.33,,29.0,26.66,,23.1931,0.43,,0.3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35500.0,35100.0,34000.0,34.5,38.39,27.52,27.21,26.36,26.75,29.77,0.36,0.36,0.35,0.35,0.39
2013-05-01,32.82,,26.54,26.57,,21.4833,0.42,,0.341,,,,7350.0,6437.68,0.75,,,,,,,,,,,,,,,,,,,,,,,,,35500.0,35060.0,34000.0,34.8,40.98,27.38,27.05,26.23,26.84,31.61,0.36,0.36,0.35,0.35,0.42
2013-06-01,33.03,,26.94,26.57,,21.6732,0.42,,0.3465,,,,7356.0,6377.88,0.74,,,,,,,,,,,,,,,,,,,,,,,,,37750.0,37150.0,35310.0,36.48,42.0,28.91,28.45,27.04,27.94,32.17,0.38,0.38,0.36,0.37,0.43
2013-07-01,33.42,,26.58,26.49,,21.0687,0.43,,0.3419,,,,7388.0,6217.86,0.73,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,38270.0,36250.0,36.5,43.75,30.03,28.73,27.21,27.4,32.84,0.4,0.38,0.36,0.36,0.43
2013-08-01,32.75,,26.775,25.6,,20.9264,0.42,,0.3444,,,,7438.0,6198.62,0.7,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,39880.0,37900.0,38.54,45.5,29.68,29.59,28.12,28.6,33.76,0.39,0.39,0.37,0.37,0.44
2013-09-01,31.3,,24.65,24.11,,18.985,0.4,,0.317,,,,7471.0,6241.55,0.66,,,,,,,,,,,,,,,,,,,,,,,,,40250.0,41330.0,39380.0,39.7,45.25,29.95,30.76,29.31,29.54,33.67,0.38,0.39,0.37,0.38,0.43
2013-10-01,31.0,,25.49,23.66,,19.4528,0.4,,0.3278,,,,7511.0,6263.47,0.66,,,,,,,,,,,,,,,,,,,,,,,,,40500.0,41280.0,40000.0,39.7,46.0,29.56,30.13,29.19,28.97,33.57,0.38,0.39,0.38,0.37,0.43
2013-11-01,31.88,,27.86,24.24,,21.1796,0.41,,0.3583,,,,7583.0,6313.1,0.65,,,,,,,,,,,,,,,,,,,,,,,,,43120.0,43930.0,41120.0,39.7,46.0,31.08,31.66,29.64,28.61,33.15,0.4,0.41,0.38,0.37,0.43
2013-12-01,32.67,,28.43,24.7,,21.4959,0.42,,0.3657,,,,7694.0,6376.93,0.64,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,44820.0,41750.0,39.7,46.75,34.33,32.74,30.49,29.0,34.15,0.44,0.42,0.39,0.37,0.44
2014-01-01,33.3,,29.59,24.88,,22.1099,0.43,,0.3806,,,,7759.0,6363.01,0.64,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,44000.0,41380.0,39.7,48.0,34.16,31.98,30.08,28.86,34.89,0.45,0.42,0.39,0.38,0.45
2014-02-01,33.92,,28.4912,25.3,,21.2471,0.44,,0.3664,,,,7754.0,6342.34,0.65,,,,,,,,,,,,,,,,,,,,,,,,,47000.0,43920.0,41880.0,39.7,48.0,34.27,32.02,30.54,28.95,35.0,0.45,0.42,0.4,0.38,0.46
2014-03-01,33.71,,27.8684,25.1,,20.7513,0.43,,0.3586,,,,7766.0,6347.02,0.68,,,,,,,,,,,,,,,,,,,,,,,,,47250.0,44460.0,43000.0,39.7,47.48,34.12,32.11,31.05,28.67,34.29,0.47,0.44,0.43,0.4,0.47
2014-04-01,33.45,,27.155300000000004,24.9,,20.2112,0.43,,0.3497,,,,7758.0,6341.62,0.68,,,,,,,,,,,,,,,,,,,,,,,,,47500.0,42730.0,39650.0,39.46,44.31,33.73,30.34,28.16,28.02,31.47,0.49,0.44,0.41,0.4,0.45
2014-05-01,33.0,,26.35,24.85,,19.8442,0.43,,0.3394,,,,7750.0,6324.86,0.67,,,,,,,,,,,,,,,,,,,,,,,,,44500.0,38570.0,35750.0,37.6,44.31,31.68,27.46,25.45,26.77,31.55,0.45,0.39,0.36,0.38,0.45
2014-06-01,32.09,,25.1818,24.14,,18.939400000000003,0.41,,0.3243999999999999,,,,7773.0,6316.45,0.65,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,37960.0,35500.0,37.6,42.81,29.01,26.86,25.12,26.61,30.29,0.42,0.39,0.36,0.38,0.43
2014-07-01,32.05,,24.529400000000003,23.73,,18.1645,0.41,,0.3161,,,,7790.0,6272.03,0.67,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,38480.0,36900.0,38.38,43.89,28.53,26.78,25.68,26.71,30.54,0.42,0.39,0.37,0.39,0.44
2014-08-01,31.73,,25.011100000000003,23.2,,18.2844,0.41,,0.3229,,,,7792.0,6244.36,0.67,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,41050.0,39000.0,39.88,44.46,28.44,28.47,27.05,27.66,30.84,0.41,0.41,0.39,0.4,0.44
2014-09-01,31.11,,25.1237,22.43,,18.1109,0.4,,0.3246,,,,7831.0,6258.53,0.66,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,40870.0,39250.0,39.9,44.31,28.34,28.25,27.13,27.58,30.62,0.4,0.4,0.38,0.39,0.43
2014-10-01,30.0,,25.5077,21.48,,18.2615,0.39,,0.3296,,,,7803.0,6207.27,0.64,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,40280.0,38900.0,39.9,43.11,28.28,27.78,26.83,27.52,29.73,0.4,0.39,0.38,0.39,0.42
2014-11-01,31.0,,24.88,22.19,,17.8078,0.4,,0.3196,,,,7794.0,6108.29,0.64,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,40210.0,38620.0,39.9,43.06,28.42,27.88,26.77,27.66,29.85,0.4,0.39,0.38,0.39,0.42
2014-12-01,30.76,,25.2263,21.92,,17.9757,0.4,,0.324,,,,7800.0,5966.07,0.63,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,39210.0,38500.0,39.9,43.08,28.71,27.46,26.96,27.94,30.17,0.41,0.39,0.38,0.4,0.43
2015-01-01,32.7,,26.3846,23.04,,18.5917,0.42,,0.3388,4.2,2.83,0.58,7850.0,6018.99,0.62,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,39480.0,38200.0,38.7,42.12,28.69,27.62,26.73,27.08,29.47,0.41,0.39,0.38,0.38,0.42
2015-02-01,31.85,,26.65,22.38,,18.7235,0.41,,0.3425,4.0,2.64,0.53,7850.0,6040.87,0.62,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,39230.0,38000.0,38.5,41.56,28.96,27.71,26.84,27.19,29.35,0.4,0.39,0.37,0.38,0.41
2015-03-01,31.58,,26.0658,22.13,,18.2637,0.41,,0.335,,,,7852.0,6032.21,0.6,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,38650.0,37380.0,38.88,41.31,28.89,27.24,26.34,27.4,29.11,0.4,0.38,0.37,0.38,0.41
2015-04-01,30.69,,25.1031,21.48,,17.5725,0.39,,0.3227,4.1,2.66,0.54,7854.0,6011.92,0.61,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,37500.0,36600.0,38.7,40.71,28.51,26.08,25.45,26.91,28.31,0.4,0.37,0.36,0.38,0.4
2015-05-01,29.22,,23.2917,20.72,,16.5185,0.38,,0.2994,4.0,2.57,0.53,7826.0,5960.91,0.6,,,,,,,,,,,,,,,,,,,,,,,,,41000.0,36960.0,35880.0,36.98,40.31,28.3,25.51,24.77,25.52,27.82,0.4,0.36,0.35,0.36,0.4
2015-06-01,29.4,,22.4425,20.81,,15.8858,0.38,,0.2885,4.0,2.59,0.53,7834.0,5935.22,0.59,,,,,,,,,,,,,,,,,,,,,,,,,39000.0,36980.0,35250.0,36.55,40.31,26.75,25.37,24.18,25.07,27.65,0.38,0.36,0.35,0.36,0.4
2015-07-01,28.4,,20.9308,19.77,,14.5733,0.37,,0.269,4.0,2.57,0.51,7927.0,5950.21,0.59,,,,,,,,,,,,,,,,,,,,,,,,,38000.0,37090.0,36500.0,38.1,40.51,25.94,25.32,24.91,26.0,27.65,0.37,0.36,0.36,0.37,0.4
2015-08-01,28.0,,21.5477,19.28,,14.8367,0.36,,0.277,4.4,2.81,0.56,7953.0,5946.68,0.58,,,,,,,,,,,,,,,,,,,,,,,,,38000.0,37580.0,36380.0,36.98,41.31,25.89,25.61,24.79,25.2,28.15,0.37,0.37,0.36,0.36,0.4
